iter	MAPE	RMSE	R2
512	0.1090666253	0.2307939524	0.9460682997
513	0.1090213467	0.2307213823	0.9461022106
514	0.1090116029	0.2305742256	0.9461709419
515	0.1089844414	0.2304924783	0.9462091041
516	0.1089569367	0.2304388669	0.9462341241
517	0.1089544348	0.2304345043	0.9462361598
518	0.1089488719	0.2303356725	0.9462822678
519	0.1089275674	0.2302835135	0.9463065936
520	0.1089022877	0.2302264152	0.9463332167
521	0.1088533134	0.2301046513	0.946389969
522	0.1088256989	0.2298655484	0.9465013241
523	0.1088010447	0.2298248837	0.9465202509
524	0.1087558224	0.2296965732	0.9465799494
525	0.1087465619	0.2296400284	0.9466062472
526	0.1087457289	0.2296318086	0.9466100695
527	0.1087164032	0.2295761933	0.9466359277
528	0.1087037164	0.2294742849	0.9466832936
529	0.1086975237	0.2294219091	0.9467076291
530	0.1086707281	0.2293345734	0.9467481958
531	0.108664173	0.2293094055	0.9467598831
532	0.1086495485	0.2292813015	0.9467729325
533	0.1086378817	0.2292486905	0.9467880725
534	0.1086347817	0.2291966292	0.9468122382
535	0.1086189833	0.2291537874	0.9468321202
536	0.1086142974	0.2291404601	0.9468383044
537	0.108596344	0.2290655891	0.9468730396
538	0.1085385249	0.2289681241	0.9469182398
539	0.1085166767	0.2288568753	0.9469698091
540	0.1084597422	0.228725068	0.9470308756
541	0.1084348072	0.2286028165	0.9470874835
542	0.1084251582	0.2285774652	0.9470992185
543	0.1084059673	0.2285048593	0.9471328202
544	0.108398049	0.2284513398	0.947157582
545	0.108342091	0.2283483013	0.9472052383
546	0.1083055264	0.2282742238	0.9472394867
547	0.1083036522	0.2282705364	0.9472411911
548	0.1082625414	0.2282247027	0.9472623756
549	0.1082189527	0.2281276449	0.9473072218
550	0.1081601799	0.2280363438	0.9473493907
551	0.1081293718	0.2279998582	0.9473662374
552	0.1081266012	0.2279966219	0.9473677316
553	0.1081255926	0.2279961654	0.9473679424
554	0.1081146687	0.2279675695	0.9473811441
555	0.1081041758	0.2279397798	0.947393972
556	0.1081045398	0.2279329467	0.947397126
557	0.108095835	0.2279248175	0.9474008781
558	0.1080822643	0.2278956547	0.9474143372
559	0.1080774213	0.2278462468	0.9474371359
560	0.1080265895	0.2277759221	0.947469578
561	0.1080045623	0.2277197689	0.9474954752
562	0.1079777583	0.227659647	0.9475231958
563	0.1079770081	0.227659271	0.9475233691
564	0.1079455234	0.227609588	0.947546271
565	0.1079409255	0.2275922405	0.9475542663
566	0.1079159181	0.2275427985	0.9475770504
567	0.1078640403	0.2274322694	0.947627967
568	0.1078501898	0.2273714137	0.9476559904
569	0.1078460921	0.2273253761	0.9476771852
570	0.1078386348	0.2273068574	0.9476857096
571	0.1078090852	0.227220531	0.9477254378
572	0.1078055882	0.2272093154	0.9477305982
573	0.1077508913	0.2270729799	0.9477933073
574	0.1077422565	0.2269873857	0.947832658
575	0.1077163986	0.2269164468	0.94786526
576	0.1076900373	0.226814752	0.9479119789
577	0.107677639	0.226777871	0.947928917
578	0.1076664009	0.2267416397	0.947945554
579	0.1076577241	0.2267075603	0.9479612004
580	0.1076476076	0.2266694201	0.9479787085
581	0.1076370149	0.2266513945	0.947986982
582	0.1076159623	0.2265839502	0.9480179323
583	0.1076104762	0.2265138252	0.9480501029
584	0.1076080822	0.2264840712	0.9480637499
585	0.1075553572	0.2263202367	0.9481388623
586	0.1075506572	0.2262732565	0.948160391
587	0.1075300297	0.2261718804	0.9482068315
588	0.1075151329	0.2260598407	0.9482581327
589	0.1074828874	0.22599115	0.9482895726
590	0.1074789665	0.2259494558	0.9483086514
591	0.1074422669	0.225875306	0.948342573
592	0.1074030657	0.2258022345	0.9483759903
593	0.1073690022	0.2257519153	0.9483989962
594	0.107359654	0.2257255356	0.9484110549
595	0.1073147434	0.2255992695	0.9484687543
596	0.1072738002	0.2254970654	0.9485154345
597	0.1072350394	0.2253643749	0.9485760074
598	0.1072300101	0.22534859	0.9485832108
599	0.1072294282	0.2253461213	0.9485843373
600	0.1071912945	0.2252536612	0.9486265206
601	0.1071693435	0.2251219067	0.9486866014
602	0.1071612579	0.2250856424	0.948703132
603	0.107147985	0.2250459284	0.9487212319
604	0.107145425	0.2250309166	0.9487280729
605	0.1071454155	0.2250286406	0.94872911
606	0.1071392223	0.2249985908	0.9487428023
607	0.1070898405	0.2247522291	0.9488549888
608	0.1070276192	0.2246390114	0.9489065038
609	0.1070223213	0.2246247446	0.9489129935
610	0.106994597	0.2245273313	0.9489572938
611	0.1069908652	0.2244763451	0.948980473
612	0.1069546828	0.2243863125	0.9490213904
613	0.1069393151	0.2243341556	0.9490450869
614	0.1069381107	0.2243298279	0.9490470528
615	0.1069377164	0.2243266461	0.9490484982
616	0.1069292733	0.2242944055	0.9490631428
617	0.1069115276	0.2242430135	0.9490864822
618	0.106866506	0.2241951758	0.9491082026
619	0.1068558645	0.2241735671	0.9491180124
620	0.1068496496	0.2239104914	0.949237366
621	0.1068269626	0.223862551	0.9492591007
622	0.1068276105	0.223854398	0.9492627966
623	0.1068049214	0.2238170302	0.9492797342
624	0.1067864119	0.2237625688	0.9493044147
625	0.1067569849	0.2236411112	0.9493594346
626	0.1067333982	0.2235644546	0.9493941444
627	0.1067017818	0.2234154014	0.949461601
628	0.1066289866	0.2233592378	0.9494870071
629	0.1066200821	0.2232154779	0.9495520092
630	0.1066176323	0.2232096923	0.9495546243
631	0.1066115341	0.2231963338	0.9495606622
632	0.1065876768	0.2231441981	0.9495842234
633	0.1065747111	0.2230600518	0.9496222392
634	0.1065262381	0.2229838594	0.9496566491
635	0.1064628755	0.2228703498	0.9497078905
636	0.1064476108	0.2228290312	0.9497265364
637	0.106437602	0.2227590481	0.9497581098
638	0.10643286	0.2227481915	0.949763007
639	0.1064073292	0.2227014645	0.9497840817
640	0.10638908	0.2226277246	0.9498173307
641	0.1063447027	0.2225547796	0.9498502105
642	0.1062969563	0.222386047	0.949926225
643	0.1062661041	0.2222742908	0.9499765398
644	0.1062224655	0.2221713377	0.9500228688
645	0.1062141387	0.2220890738	0.9500598722
646	0.1062054513	0.222031825	0.9500856155
647	0.1062011953	0.2219999875	0.9500999291
648	0.106163598	0.2219177198	0.9501369057
649	0.1061495436	0.2218765327	0.9501554128
650	0.106095831	0.221747707	0.9502132774
651	0.1060666019	0.2216835128	0.9502420989
652	0.10605879	0.2216646461	0.950250568
653	0.106020826	0.2215893908	0.9502843422
654	0.1059246056	0.2214255063	0.950357853
655	0.1059044092	0.2213618713	0.950386382
656	0.1058529674	0.2212762311	0.9504247635
657	0.1058521781	0.2212759406	0.9504248937
658	0.1058183285	0.2211712724	0.9504717828
659	0.1058018296	0.2211355269	0.9504877909
660	0.105711597	0.2210371206	0.9505318474
661	0.1056819605	0.2209698087	0.9505619716
662	0.1056620947	0.2209347916	0.9505776393
663	0.1056521646	0.2209282257	0.9505805768
664	0.1056347704	0.2209092483	0.9505890665
665	0.1056235115	0.2208169712	0.9506303373
666	0.1056055426	0.220779194	0.9506472281
667	0.1055987308	0.2207256624	0.950671158
668	0.1055812621	0.2206839328	0.9506898081
669	0.1055584728	0.2205947907	0.9507296363
670	0.1055359269	0.22055871	0.9507457524
671	0.1054930663	0.2204372733	0.9507999749
672	0.1054742057	0.2203769684	0.9508268905
673	0.1054628307	0.2203406359	0.9508431031
674	0.1054608478	0.2203358827	0.9508452239
675	0.1054582232	0.2203135243	0.9508551993
676	0.1054408072	0.2202553973	0.9508811283
677	0.105429958	0.2202128079	0.9509001221
678	0.1053899369	0.2201137331	0.9509442927
679	0.105384685	0.2200894222	0.9509551282
680	0.105381501	0.2200692245	0.9509641295
681	0.1053717462	0.2200487538	0.9509732517
682	0.1053661924	0.2200381286	0.9509779861
683	0.1053612204	0.2199886662	0.951000023
684	0.1053320214	0.2198991293	0.9510399015
685	0.1053326768	0.2198896484	0.9510441233
686	0.1053059995	0.2197874745	0.9510896083
687	0.1053009915	0.2197252711	0.9511172893
688	0.1052809405	0.219680129	0.9511373729
689	0.1052435113	0.2196448176	0.95115308
690	0.1052320966	0.2196177263	0.951165129
691	0.1052027099	0.2195640987	0.9511889757
692	0.1051444051	0.219407259	0.9512586844
693	0.1051287077	0.2193728552	0.9512739688
694	0.1051219535	0.2193482774	0.9512848864
695	0.1051220055	0.219347198	0.9512853659
696	0.1051062299	0.2193076289	0.95130294
697	0.1050940039	0.2192713185	0.9513190641
698	0.1050814742	0.2192145273	0.9513442775
699	0.105064253	0.2191858722	0.951356997
700	0.1050071143	0.2190620174	0.9514119546
701	0.1050049813	0.2190422254	0.9514207339
702	0.1049837318	0.2189637371	0.951455542
703	0.1049391438	0.2187894083	0.9515328089
704	0.104887743	0.2186783054	0.9515820205
705	0.1048630172	0.2186060032	0.9516140323
706	0.1048470494	0.2185819092	0.9516246976
707	0.1048420929	0.2185703863	0.9516297978
708	0.1048368927	0.2185504759	0.9516386099
709	0.1048221543	0.2185192455	0.9516524304
710	0.1048126788	0.2184141525	0.951698923
711	0.1048082689	0.2184072126	0.9517019924
712	0.104808158	0.2184063203	0.951702387
713	0.1047860555	0.2182521025	0.9517705693
714	0.1047699402	0.2181981245	0.9517944225
715	0.1047645973	0.218164431	0.9518093089
716	0.1047558439	0.2180539992	0.9518580835
717	0.1047529914	0.2180348346	0.9518665454
718	0.104724766	0.2179319997	0.9519119385
719	0.1047099915	0.2178935733	0.951928895
720	0.1046853433	0.2178447391	0.95195044
721	0.1046697752	0.2178115211	0.9519650925
722	0.1046368928	0.2177307214	0.9520007241
723	0.1046296218	0.2177038359	0.9520125773
724	0.1046122513	0.2176518205	0.9520355056
725	0.1046014743	0.2176295668	0.9520453133
726	0.1045970069	0.2176191847	0.9520498885
727	0.1045878408	0.2175902467	0.9520626401
728	0.1045467904	0.2175157738	0.9520954487
729	0.1045316392	0.2174704268	0.9521154206
730	0.1045239452	0.2174290734	0.9521336301
731	0.1045108306	0.2173803897	0.9521550628
732	0.1045104657	0.2173787933	0.9521557655
733	0.1044698462	0.217068848	0.9522921038
734	0.1044672229	0.2168261173	0.9523987399
735	0.1044376278	0.2168081578	0.9524066251
736	0.1044116744	0.21678332	0.9524175292
737	0.1044007449	0.2167440274	0.9524347766
738	0.1043735412	0.2167032525	0.9524526713
739	0.1043036651	0.2166090221	0.9524940129
740	0.1042879742	0.216489871	0.9525462622
741	0.1042616604	0.2163547013	0.952605501
742	0.1042524392	0.2162941026	0.9526320467
743	0.1042439421	0.2161201857	0.952708191
744	0.1042260072	0.2160111376	0.9527559031
745	0.1042153861	0.2159453382	0.9527846809
746	0.1041908946	0.2158917938	0.9528080924
747	0.1041796029	0.2158519605	0.9528255052
748	0.104147452	0.2158393413	0.9528310209
749	0.1041192628	0.2157939987	0.9528508369
750	0.1041011505	0.2157722275	0.9528603501
751	0.1040860415	0.2157440374	0.9528726666
752	0.1040821436	0.2157295775	0.9528789837
753	0.1040765716	0.2157192325	0.9528835028
754	0.1040670417	0.2156875343	0.9528973486
755	0.1040232479	0.215533831	0.9529644572
756	0.1040152073	0.2155090227	0.9529752844
757	0.104008582	0.2154729675	0.9529910177
758	0.104006753	0.2154647683	0.9529945953
759	0.1040033615	0.2154619694	0.9529958165
760	0.1039979485	0.2154519248	0.9530001989
761	0.1039949963	0.2154482749	0.9530017913
762	0.1039869654	0.2154001155	0.9530228001
763	0.1039868402	0.2153904956	0.9530269961
764	0.1039838447	0.2153879138	0.9530281222
765	0.1039749585	0.2153441669	0.9530472009
766	0.1039643573	0.2153144431	0.9530601617
767	0.1039458833	0.2152565464	0.953085402
768	0.1039436586	0.2152328565	0.9530957277
769	0.1039116407	0.2151785875	0.9531193777
770	0.1039058414	0.2150861072	0.9531596661
771	0.103905291	0.2150754404	0.9531643119
772	0.1039043997	0.2150629922	0.9531697333
773	0.1038898028	0.2150292927	0.9531844084
774	0.1038800584	0.2150032611	0.9531957428
775	0.103854202	0.2149008439	0.9532403227
776	0.1038384298	0.2148854172	0.9532470358
777	0.1038108677	0.214740263	0.9533101773
778	0.1038082889	0.214730435	0.9533144509
779	0.1037959627	0.2146551066	0.9533472002
780	0.1037937056	0.2145751118	0.9533819656
781	0.1037940616	0.2145680225	0.9533850459
782	0.1037780985	0.2144901866	0.9534188595
783	0.1037681941	0.2144646106	0.9534299677
784	0.1037194899	0.2144217967	0.9534485595
785	0.1037136011	0.2144107722	0.9534533463
786	0.1036855173	0.2142967824	0.9535028254
787	0.1036570592	0.2142520521	0.9535222342
788	0.103656248	0.214169699	0.9535579571
789	0.1036201317	0.2141053678	0.9535858529
790	0.1035404966	0.2140028279	0.9536302998
791	0.1035112191	0.2139037251	0.9536732367
792	0.1035006856	0.2138774426	0.9536846204
793	0.1034959978	0.2138638625	0.9536905018
794	0.103496387	0.2138626403	0.9536910311
795	0.1034909508	0.213851227	0.9536959737
796	0.1034936284	0.2138394944	0.9537010544
797	0.1034874114	0.2138226334	0.9537083553
798	0.1034761198	0.2137840886	0.9537250434
799	0.1034658937	0.2137360254	0.9537458482
800	0.1034638563	0.2137201103	0.9537527363
801	0.1034512885	0.2136724223	0.9537733726
802	0.1034414886	0.2135840194	0.9538116154
803	0.1034349752	0.2135213093	0.953838734
804	0.1034269153	0.2134698588	0.9538609776
805	0.1034250919	0.2134595585	0.95386543
806	0.1034187719	0.2134088051	0.9538873659
807	0.1033943992	0.2133885913	0.9538961009
808	0.1033782106	0.2133531131	0.9539114302
809	0.1033756265	0.2133144353	0.9539281391
810	0.1033318273	0.2132661787	0.9539489817
811	0.1033301781	0.2132640469	0.9539499024
812	0.1033191869	0.213229701	0.9539647338
813	0.1033078768	0.2132035088	0.9539760426
814	0.1033047293	0.2131885737	0.9539824904
815	0.1033017307	0.2131684894	0.9539911606
816	0.1032757016	0.2130427552	0.9540454198
817	0.1032559808	0.2129389962	0.9540901718
818	0.1032535906	0.2129024423	0.9541059325
819	0.1032493314	0.2128931671	0.9541099312
820	0.1032173111	0.2128445822	0.9541308742
821	0.1032102359	0.2128064792	0.9541472955
822	0.1032005156	0.2127734093	0.9541615454
823	0.1031845527	0.2127495754	0.954171814
824	0.103168949	0.2127104313	0.9541886764
825	0.1031590946	0.2126624221	0.9542093535
826	0.103156957	0.2126517519	0.9542139484
827	0.1031552067	0.2126213207	0.9542270518
828	0.1031408914	0.2125680388	0.9542499899
829	0.1031327895	0.2125183027	0.9542713963
830	0.103126869	0.2124841174	0.9542861068
831	0.1031193595	0.2124330243	0.9543080885
832	0.1031146264	0.2124013212	0.9543217254
833	0.1031014507	0.2123731342	0.9543338482
834	0.1030949219	0.2123610253	0.9543390556
835	0.1030859943	0.2123175923	0.9543577312
836	0.1030829194	0.2123025142	0.9543642137
837	0.103044383	0.2122202572	0.9543995702
838	0.1030323214	0.2121896789	0.9544127102
839	0.1029976529	0.2121149686	0.9544448064
840	0.1029612632	0.2120735355	0.9544626015
841	0.1029097336	0.2119552718	0.9545133756
842	0.1028988728	0.2119146645	0.9545308029
843	0.102894052	0.211902039	0.9545362207
844	0.1028917951	0.2118943523	0.9545395191
845	0.1028898133	0.2118779688	0.9545465487
846	0.1028770237	0.2118315522	0.9545664617
847	0.1028724882	0.2118117064	0.9545749744
848	0.1028675608	0.2117821321	0.9545876585
849	0.1028643395	0.2117536078	0.9545998905
850	0.1028494539	0.21171253	0.954617503
851	0.1028403058	0.2116747449	0.9546337007
852	0.102835702	0.2116464966	0.9546458083
853	0.102831697	0.2116201438	0.954657102
854	0.1028054926	0.211580605	0.954674044
855	0.1028021966	0.2115518597	0.9546863592
856	0.1027959575	0.2115453022	0.9546891683
857	0.1027924181	0.2115371891	0.9546926437
858	0.1027842781	0.2115179786	0.9547008724
859	0.1027790178	0.2114531105	0.9547286528
860	0.1027373101	0.2113823913	0.9547589291
861	0.1027348811	0.2113599298	0.9547685432
862	0.1027200476	0.211324935	0.9547835199
863	0.1026988095	0.2112910134	0.9547980349
864	0.1026901316	0.211277476	0.9548038269
865	0.1026632175	0.2112396427	0.954820012
866	0.1026597347	0.2112257621	0.9548259493
867	0.1026451721	0.2111789864	0.9548459546
868	0.1026164136	0.2111017119	0.954878994
869	0.1026141744	0.2110992781	0.9548800345
870	0.1026014432	0.211021195	0.9549134069
871	0.1025641789	0.2109180268	0.9549574818
872	0.1025609193	0.2109113994	0.9549603124
873	0.1025563163	0.2109059577	0.9549626365
874	0.1025442498	0.2108697993	0.9549780779
875	0.102478432	0.210708089	0.9550471036
876	0.1024767115	0.2106867048	0.9550562274
877	0.1024721863	0.2106106242	0.9550886806
878	0.1024689546	0.2105757533	0.9551035514
879	0.1024567181	0.2105329738	0.9551217914
880	0.1024330624	0.2104458325	0.9551589346
881	0.1024203322	0.2103778646	0.9551878947
882	0.1024168047	0.2103561902	0.9551971278
883	0.1023868341	0.2102597173	0.9552382131
884	0.1023753238	0.2102154157	0.9552570737
885	0.1023679263	0.210205919	0.9552611162
886	0.1023687239	0.2101871386	0.9552691101
887	0.1023547214	0.2101546629	0.9552829316
888	0.102343915	0.2099701118	0.9553614353
889	0.1023349934	0.2099347945	0.9553764506
890	0.102332179	0.2099145133	0.9553850721
891	0.1023264254	0.2098519522	0.9554116614
892	0.1023239572	0.2098329631	0.9554197304
893	0.102312919	0.2097705981	0.9554462262
894	0.1022845706	0.2097256137	0.9554653329
895	0.1022493523	0.2096601621	0.9554931255
896	0.1022419647	0.2095547041	0.9555378876
897	0.1022246896	0.2095212645	0.9555520766
898	0.1022203713	0.2095058225	0.9555586281
899	0.1022148134	0.2094648599	0.9555760047
900	0.1022118507	0.2094506222	0.9555820437
901	0.1022094703	0.2094328398	0.9555895856
902	0.1022073262	0.2094161766	0.9555966522
903	0.102205421	0.209400536	0.9556032846
904	0.1022018863	0.2093934919	0.9556062715
905	0.1021667823	0.2093200678	0.9556373995
906	0.1021138327	0.2092868838	0.9556514642
907	0.1021060215	0.2091808013	0.9556964112
908	0.1021031267	0.2091570635	0.9557064657
909	0.1021020884	0.2091506133	0.9557091977
910	0.1020921594	0.209077299	0.955740243
911	0.1020790655	0.2089867254	0.9557785819
912	0.1020655448	0.2089204652	0.9558066187
913	0.1020400684	0.2087771831	0.9558672154
914	0.1020229538	0.2087134906	0.9558941388
915	0.1019898365	0.2086548353	0.9559189257
916	0.1019877571	0.208639663	0.9559253362
917	0.1019759654	0.2084946746	0.9559865719
918	0.1019725928	0.2084757146	0.9559945765
919	0.1019655679	0.208451034	0.9560049951
920	0.101956371	0.2082560614	0.9560872572
921	0.1019396359	0.2082274329	0.9560993295
922	0.1019385248	0.2082089614	0.9561071179
923	0.1018696837	0.2080858422	0.9561590125
924	0.1018659939	0.2080776303	0.9561624727
925	0.1018174679	0.2080200909	0.956186714
926	0.101806482	0.2079590208	0.9562124354
927	0.1018049701	0.2079459169	0.9562179535
928	0.1017863591	0.2078793609	0.9562459752
929	0.1017844049	0.2078631366	0.9562528046
930	0.1017732205	0.2078383892	0.9562632207
931	0.1017699981	0.2078308791	0.9562663815
932	0.1017560816	0.2077648633	0.9562941603
933	0.1017433551	0.2077434327	0.9563031762
934	0.1017231599	0.2076733633	0.9563326481
935	0.1017168086	0.2076319513	0.9563500617
936	0.1016973675	0.2075575692	0.9563813304
937	0.1016778244	0.2074944593	0.9564078518
938	0.1016528711	0.2074432043	0.9564293853
939	0.101611452	0.207301131	0.9564890459
940	0.1015888186	0.2072521995	0.9565095842
941	0.1015771449	0.2071850333	0.9565377684
942	0.101573144	0.2071713522	0.9565435081
943	0.1015513613	0.2071103741	0.956569086
944	0.1015177027	0.2070335783	0.9566012881
945	0.1015125109	0.2070079574	0.9566120288
946	0.1015112967	0.2069960007	0.9566170408
947	0.1015049489	0.2069535516	0.9566348323
948	0.1015062809	0.2069358215	0.9566422623
949	0.1014644987	0.2068335275	0.9566851175
950	0.1014609248	0.2068287887	0.9566871023
951	0.1014535398	0.2068179508	0.9566916414
952	0.1014439585	0.2067442374	0.9567225075
953	0.1014366054	0.2067041922	0.9567392711
954	0.1014355195	0.206688077	0.9567460163
955	0.101423332	0.2066594478	0.956757998
956	0.1014007635	0.2065943305	0.9567852444
957	0.1013892078	0.2065547514	0.9568018009
958	0.101353273	0.2064802269	0.9568329669
959	0.1013484951	0.2064609323	0.956841034
960	0.101345164	0.2064565561	0.9568428636
961	0.1013185953	0.2064196233	0.9568583029
962	0.1013065427	0.2063759644	0.9568765504
963	0.1013042327	0.2063643627	0.9568813987
964	0.1012846846	0.2063292689	0.9568960628
965	0.1012831263	0.2063179134	0.9569008072
966	0.1012703827	0.2062624459	0.956923978
967	0.1012673237	0.2062024342	0.9569490402
968	0.101241298	0.2061866928	0.9569556129
969	0.1012400047	0.2061841991	0.9569566541
970	0.1012396018	0.2061719345	0.9569617747
971	0.1012300591	0.2061622019	0.9569658379
972	0.1011775425	0.2061083053	0.9569883357
973	0.1011672463	0.2060631101	0.9570071967
974	0.1011612686	0.2060346929	0.9570190538
975	0.1011497338	0.2060063703	0.9570308697
976	0.1011263301	0.2059711051	0.9570455798
977	0.1011254912	0.2059704111	0.9570458692
978	0.1011151899	0.2059472102	0.9570555456
979	0.1011142222	0.2059404199	0.9570583774
980	0.1010911595	0.2059133911	0.9570696484
981	0.1010903007	0.2059049381	0.9570731731
982	0.1010808571	0.2058802283	0.9570834754
983	0.1010487421	0.2058428181	0.9570990706
984	0.1010474923	0.2058283288	0.95710511
985	0.1010312259	0.2058063007	0.9571142908
986	0.101031685	0.205792878	0.9571198847
987	0.1010126122	0.2057741092	0.9571277059
988	0.1010066702	0.2057531426	0.957136442
989	0.1010049798	0.205743293	0.9571405458
990	0.1009661336	0.2055909056	0.9572040115
991	0.1009407159	0.2055234807	0.9572320774
992	0.1009341286	0.2054976544	0.9572428252
993	0.1009330846	0.2054893079	0.9572462984
994	0.1009264411	0.2054688181	0.9572548241
995	0.1009154196	0.2054134023	0.9572778781
996	0.1008780984	0.2053044207	0.9573231983
997	0.1008773097	0.2052956382	0.9573268495
998	0.1008745126	0.2052687333	0.9573380338
999	0.1008702719	0.2052338184	0.9573525456
1000	0.1008608187	0.2052133132	0.9573610671
1001	0.1008492315	0.2051975931	0.9573675994
1002	0.1008296114	0.2051538514	0.9573857733
1003	0.1008166306	0.2050780944	0.9574172397
1004	0.1007985434	0.2050267735	0.9574385498
1005	0.1007954112	0.204985004	0.9574558898
1006	0.1007896311	0.2049808839	0.9574576001
1007	0.1007698066	0.2049319081	0.9574779268
1008	0.1007180871	0.2047667144	0.9575464525
1009	0.1007026709	0.2047260247	0.9575633229
1010	0.1006974807	0.2047168628	0.9575671211
1011	0.1006846411	0.2046724969	0.957585511
1012	0.1006762451	0.2046517094	0.9575941262
1013	0.100672282	0.2046467629	0.9575961761
1014	0.1006462001	0.2046064958	0.9576128616
1015	0.1006398013	0.2045707411	0.9576276745
1016	0.1006249625	0.2045280757	0.957645347
1017	0.1006019985	0.2045038077	0.9576553975
1018	0.1005947688	0.204492699	0.9576599977
1019	0.1005917378	0.2044885633	0.9576617103
1020	0.1005346226	0.2043542611	0.9577173052
1021	0.1005192647	0.2042371556	0.9577657516
